LOCATION,REGION,TEMPERATURE,HUMIDITY,WEATHER_DESCRIPTION,WIND_SPEED,FEELS_LIKE,CLOUD_COVER
London,"City of London, Greater London",12,67,['Partly cloudy'],21,10,25
